sku,nombre_contifico,producto_madre_detectado,categoria_odoo_detectada,talla_detectada,manga_detectada,ancho_corbata_detectado,marca_detectada,color_detectado,barcode,precio,costo,stock_bpu,stock_tur,stock_bat,stock_total_contifico,estado,confidence,parser_rule
VE-ELA-LI-L,VESTIDO ELA LILA,VESTIDO ELA LILA,Ropa / Mujeres / Vestidos,L,,,,,VE-ELA-LI-L,156.43,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-CLARISA-BGE-XL,VESTIDO CLARISA BEIGE,VESTIDO CLARISA BEIGE,Ropa / Mujeres / Vestidos,XL,,,,,VE-CLARISA-BGE-XL,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-CLARISA-BGE-M,VESTIDO CLARISA BEIGE,VESTIDO CLARISA BEIGE,Ropa / Mujeres / Vestidos,M,,,,,VE-CLARISA-BGE-M,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-CLARISA-BGE-L,VESTIDO CLARISA BEIGE,VESTIDO CLARISA BEIGE,Ropa / Mujeres / Vestidos,L,,,,,VE-CLARISA-BGE-L,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-MICAELA-PI-XL,VESTIDO MICAELA PISTACHO,VESTIDO MICAELA PISTACHO,Ropa / Mujeres / Vestidos,XL,,,,,VE-MICAELA-PI-XL,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-MICAELA-PI-L,VESTIDO MICAELA PISTACHO,VESTIDO MICAELA PISTACHO,Ropa / Mujeres / Vestidos,L,,,,,VE-MICAELA-PI-L,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-MICAELA-AZ-XL,VESTIDO MICAELA AZUL,VESTIDO MICAELA AZUL,Ropa / Mujeres / Vestidos,XL,,,,Azul,VE-MICAELA-AZ-XL,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-MICAELA-AZ-L,VESTIDO MICAELA AZUL,VESTIDO MICAELA AZUL,Ropa / Mujeres / Vestidos,L,,,,Azul,VE-MICAELA-AZ-L,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-MICAELA-AZ-M,VESTIDO MICAELA AZUL,VESTIDO MICAELA AZUL,Ropa / Mujeres / Vestidos,M,,,,Azul,VE-MICAELA-AZ-M,182.52,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-WHIT-BGE-XL,VESTIDO WHITNEY BEIGE CIRCULOS,VESTIDO WHITNEY BEIGE CIRCULOS,Ropa / Mujeres / Vestidos,XL,,,,,VE-WHIT-BGE-XL,172.09,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-WHIT-BGE-L,VESTIDO WHITNEY BEIGE CIRCULOS,VESTIDO WHITNEY BEIGE CIRCULOS,Ropa / Mujeres / Vestidos,L,,,,,VE-WHIT-BGE-L,172.09,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-CARSON-MUS-M,VESTIDO CARSON MUSTARD,VESTIDO CARSON MUSTARD,Ropa / Mujeres / Vestidos,M,,,,,VE-CARSON-MUS-M,156.43,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-CARSON-MUS-L,VESTIDO CARSON MUSTARD,VESTIDO CARSON MUSTARD,Ropa / Mujeres / Vestidos,L,,,,,VE-CARSON-MUS-L,156.43,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-CARSON-VN-XL,VESTIDO CARSON VINO,VESTIDO CARSON VINO,Ropa / Mujeres / Vestidos,XL,,,,Vino,VE-CARSON-VN-XL,156.43,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-CARSON-VN-L,VESTIDO CARSON VINO,VESTIDO CARSON VINO,Ropa / Mujeres / Vestidos,L,,,,Vino,VE-CARSON-VN-L,156.43,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
SET-CHRIS-WH-XL,SET CHRISTINE WHITE,SET CHRISTINE WHITE,Sin Categoria,XL,,,,Blanco,SET-CHRIS-WH-XL,166.87,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
SET-CHRIS-WH-M,SET CHRISTINE WHITE,SET CHRISTINE WHITE,Sin Categoria,M,,,,Blanco,SET-CHRIS-WH-M,166.87,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
SET-CHRIS-WH-L,SET CHRISTINE WHITE,SET CHRISTINE WHITE,Sin Categoria,L,,,,Blanco,SET-CHRIS-WH-L,166.87,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
SET-MEG-YLW-L,SET MEGHAN YELLOW,SET MEGHAN YELLOW,Sin Categoria,L,,,,,SET-MEG-YLW-L,208.61,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
PT-25C29118-10/32,H. PANTALON P/CABALLERO BRUNO CASSINI LT. BROWN,Pantalon PT-25C29118-10,Ropa / Hombres / Pantalones,32,,,Bruno Cassini,,PT-25C29118-10/32,47.74,0.00,1.00,0.00,0.00,1.00,ok,0.95,pants
ZP-0907-BRW/10,H. ZAPATOS P/CABALLERO BROWN CASSINI,Zapato ZP-0907-BRW,Ropa / Hombres / Zapatos,10,,,Bruno Cassini,,ZP-0907-BRW/10,152.09,0.00,1.00,0.00,0.00,1.00,ok,0.95,shoe
ZP-0907-BRW/9.5,H. ZAPATOS P/CABALLERO BROWN CASSINI,Zapato ZP-0907-BRW,Ropa / Hombres / Zapatos,9.5,,,Bruno Cassini,,ZP-0907-BRW/9.5,152.09,0.00,1.00,0.00,0.00,1.00,ok,0.95,shoe
ZP-0907-BRW/9,H. ZAPATOS P/CABALLERO BROWN CASSINI,Zapato ZP-0907-BRW,Ropa / Hombres / Zapatos,9,,,Bruno Cassini,,ZP-0907-BRW/9,152.09,0.00,2.00,0.00,0.00,2.00,ok,0.95,shoe
ZP-0907-BRW/8.5,H. ZAPATOS P/CABALLERO BROWN CASSINI,Zapato ZP-0907-BRW,Ropa / Hombres / Zapatos,8.5,,,Bruno Cassini,,ZP-0907-BRW/8.5,152.09,0.00,2.00,0.00,0.00,2.00,ok,0.95,shoe
ZP-0907-BRW/7.5,H. ZAPATOS P/CABALLERO BROWN CASSINI,Zapato ZP-0907-BRW,Ropa / Hombres / Zapatos,7.5,,,Bruno Cassini,,ZP-0907-BRW/7.5,152.09,0.00,1.00,0.00,0.00,1.00,ok,0.95,shoe
ZP-0907-BRW/7,H. ZAPATOS P/CABALLERO BROWN CASSINI,Zapato ZP-0907-BRW,Ropa / Hombres / Zapatos,7,,,Bruno Cassini,,ZP-0907-BRW/7,152.09,0.00,1.00,0.00,0.00,1.00,ok,0.95,shoe
ZP-0907-BRW/6.5,H. ZAPATOS P/CABALLERO BROWN CASSINI,Zapato ZP-0907-BRW,Ropa / Hombres / Zapatos,6.5,,,Bruno Cassini,,ZP-0907-BRW/6.5,152.09,0.00,1.00,0.00,0.00,1.00,ok,0.95,shoe
SL-LINE,H. CORBATA P/CABALLEROS LINEAS DIAGONALES,H. CORBATA P/CABALLEROS LINEAS DIAGONALES,Ropa / Hombres / Corbatas,,,,,,SL-LINE,21.65,0.00,7.00,0.00,0.00,7.00,manual_review,0.65,generic
SL-SLT,H. CORBATA P/CABALLEROS SLATE,H. CORBATA P/CABALLEROS SLATE,Ropa / Hombres / Corbatas,,,,,,SL-SLT,21.65,0.00,3.00,0.00,0.00,3.00,manual_review,0.65,generic
SL-ORG,H. CORBATA P/CABALLEROS ORANGE,H. CORBATA P/CABALLEROS ORANGE,Ropa / Hombres / Corbatas,,,,,,SL-ORG,21.65,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
SL-PUR,H. CORBATA P/CABALLEROS PURPLE,H. CORBATA P/CABALLEROS PURPLE,Ropa / Hombres / Corbatas,,,,,,SL-PUR,21.65,0.00,4.00,0.00,0.00,4.00,manual_review,0.65,generic
SL-RED,H. CORBATA P/CABALLEROS RED,H. CORBATA P/CABALLEROS RED,Ropa / Hombres / Corbatas,,,,,Rojo,SL-RED,21.65,0.00,4.00,0.00,0.00,4.00,manual_review,0.65,generic
SL-PAR,H. CORBATA P/CABALLEROS PALO ROSA,H. CORBATA P/CABALLEROS PALO ROSA,Ropa / Hombres / Corbatas,,,,,,SL-PAR,21.65,0.00,3.00,0.00,0.00,3.00,manual_review,0.65,generic
SL-SLM,H. CORBATA P/CABALLEROS SALMON,H. CORBATA P/CABALLEROS SALMON,Ropa / Hombres / Corbatas,SLM,,,,,SL-SLM,21.65,0.00,4.00,0.00,0.00,4.00,ok,0.95,generic
SL-MOK,H. CORBATA P/CABALLEROS MOKA,H. CORBATA P/CABALLEROS MOKA,Ropa / Hombres / Corbatas,,,,,,SL-MOK,21.65,0.00,12.00,0.00,0.00,12.00,manual_review,0.65,generic
SL-WINE,H. CORBATA P/CABALLEROS WINE,H. CORBATA P/CABALLEROS WINE,Ropa / Hombres / Corbatas,,,,,Vino,SL-WINE,21.65,0.00,25.00,0.00,0.00,25.00,manual_review,0.65,generic
SL-GLD,H. CORBATA P/CABALLEROS GOLD,H. CORBATA P/CABALLEROS GOLD,Ropa / Hombres / Corbatas,,,,,,SL-GLD,21.65,0.00,7.00,0.00,0.00,7.00,manual_review,0.65,generic
SL-CAMEL,H. CORBATA P/CABALLEROS CAMELL,H. CORBATA P/CABALLEROS CAMELL,Ropa / Hombres / Corbatas,,,,,,SL-CAMEL,21.65,0.00,0.00,0.00,0.00,0.00,manual_review,0.65,generic
SL-BGE,H. CORBATA P/CABALLEROS BEIGE,H. CORBATA P/CABALLEROS BEIGE,Ropa / Hombres / Corbatas,,,,,,SL-BGE,21.65,0.00,5.00,0.00,0.00,5.00,manual_review,0.65,generic
SL-GRAY,H. CORBATA P/CABALLEROS GREY,H. CORBATA P/CABALLEROS GREY,Ropa / Hombres / Corbatas,,,,,Gris,SL-GRAY,21.65,0.00,3.00,0.00,0.00,3.00,manual_review,0.65,generic
SL-DGREY,H. CORBATA P/CABALLEROS DARK GREY,H. CORBATA P/CABALLEROS DARK GREY,Ropa / Hombres / Corbatas,,,,,Gris,SL-DGREY,21.65,0.00,10.00,0.00,0.00,10.00,manual_review,0.65,generic
SL-GREEN,H. CORBATA P/CABALLEROS GREEN,H. CORBATA P/CABALLEROS GREEN,Ropa / Hombres / Corbatas,,,,,Verde,,21.65,0.00,12.00,0.00,0.00,12.00,manual_review,0.65,generic
SL-SKBL,H. CORBATA P/CABALLEROS SKY BLUE,H. CORBATA P/CABALLEROS SKY BLUE,Ropa / Hombres / Corbatas,,,,,Azul,SL-SKBL,21.65,0.00,9.00,0.00,0.00,9.00,manual_review,0.65,generic
SL-BLUE,H. CORBATA P/CABALLEROS BLUE,H. CORBATA P/CABALLEROS BLUE,Ropa / Hombres / Corbatas,,,,,Azul,SL-BLUE,21.65,0.00,9.00,0.00,0.00,9.00,manual_review,0.65,generic
SL-NAVY,H. CORBATA P/CABALLEROS NAVY,H. CORBATA P/CABALLEROS NAVY,Ropa / Hombres / Corbatas,,,,,Azul Marino,SL-NAVY,21.65,0.00,23.00,0.00,0.00,23.00,manual_review,0.65,generic
SL-BLACK,H. CORBATA P/CABALLEROS BLACK,H. CORBATA P/CABALLEROS BLACK,Ropa / Hombres / Corbatas,,,,,Negro,SL-BLACK,21.65,0.00,9.00,0.00,0.00,9.00,manual_review,0.65,generic
VE-LUCERO-NVY/XL,VESTIDO LUCERO NAVY,VESTIDO LUCERO NAVY,Ropa / Mujeres / Vestidos,XL,,,,Azul Marino,VE-LUCERO-NVY/XL,138.17,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-LUCERO-NVY/L,VESTIDO LUCERO NAVY,VESTIDO LUCERO NAVY,Ropa / Mujeres / Vestidos,L,,,,Azul Marino,VE-LUCERO-NVY/L,138.17,0.00,0.00,0.00,0.00,0.00,ok,0.95,generic
VE-KATYA-PK/L,VESTIDO KATYA PINK,VESTIDO KATYA PINK,Ropa / Mujeres / Vestidos,L,,,,,VE-KATYA-PK/L,133.83,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-KATYA-AZ/XL,VESTIDO KATYA AZUL,VESTIDO KATYA AZUL,Ropa / Mujeres / Vestidos,XL,,,,Azul,VE-KATYA-AZ/XL,133.83,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-NINO-BGE/S,VESTIDO NINOSKA BEIGE,VESTIDO NINOSKA BEIGE,Ropa / Niños,S,,,,,VE-NINO-BGE/S,108.61,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-NINO-BGE/M,VESTIDO NINOSKA BEIGE,VESTIDO NINOSKA BEIGE,Ropa / Niños,M,,,,,VE-NINO-BGE/M,108.61,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-NINO-BGE/L,VESTIDO NINOSKA BEIGE,VESTIDO NINOSKA BEIGE,Ropa / Niños,L,,,,,VE-NINO-BGE/L,108.61,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-ARIANA-WH/M,VESTIDO ARIANA WHITE,VESTIDO ARIANA WHITE,Ropa / Mujeres / Vestidos,M,,,,Blanco,VE-ARIANA-WH/M,138.17,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
VE-ARIANA-WH/L,VESTIDO ARIANA WHITE,VESTIDO ARIANA WHITE,Ropa / Mujeres / Vestidos,L,,,,Blanco,VE-ARIANA-WH/L,138.17,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-RIVE-WH-/XL,BLUSA RIVERA WHITE,BLUSA RIVERA WHITE,Ropa / Mujeres / Blusas,XL,,,,Blanco,BL-RIVE-WH-/XL,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-RIVE-WH-/M,BLUSA RIVERA WHITE,BLUSA RIVERA WHITE,Ropa / Mujeres / Blusas,M,,,,Blanco,BL-RIVE-WH-/M,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-RIVE-WH-/L,BLUSA RIVERA WHITE,BLUSA RIVERA WHITE,Ropa / Mujeres / Blusas,L,,,,Blanco,BL-RIVE-WH-/L,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-RIVE-CEL-/XL,BLUSA RIVERA CELESTE,BLUSA RIVERA CELESTE,Ropa / Mujeres / Blusas,XL,,,,,BL-RIVE-CEL-/XL,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-RIVE-CEL-/M,BLUSA RIVERA CELESTE,BLUSA RIVERA CELESTE,Ropa / Mujeres / Blusas,M,,,,,BL-RIVE-CEL-/M,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-RIVE-CEL-/L,BLUSA RIVERA CELESTE,BLUSA RIVERA CELESTE,Ropa / Mujeres / Blusas,L,,,,,BL-RIVE-CEL-/L,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-VALE-MOK-S,BLUSA VALENTINE MOKA,BLUSA VALENTINE MOKA,Ropa / Mujeres / Blusas,S,,,,,BL-VALE-MOK-S,69.48,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-VALE-MOK-M,BLUSA VALENTINE MOKA,BLUSA VALENTINE MOKA,Ropa / Mujeres / Blusas,M,,,,,BL-VALE-MOK-M,69.48,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-VALE-MOK-L,BLUSA VALENTINE MOKA,BLUSA VALENTINE MOKA,Ropa / Mujeres / Blusas,L,,,,,BL-VALE-MOK-L,69.48,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-BUTT-WH/XL,BLUSA BUTTERFLY WHITE,BLUSA BUTTERFLY WHITE,Ropa / Mujeres / Blusas,XL,,,,Blanco,BL-BUTT-WH/XL,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-BUTT-WH/M,BLUSA BUTTERFLY WHITE,BLUSA BUTTERFLY WHITE,Ropa / Mujeres / Blusas,M,,,,Blanco,BL-BUTT-WH/M,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
BL-BUTT-WH/L,BLUSA BUTTERFLY WHITE,BLUSA BUTTERFLY WHITE,Ropa / Mujeres / Blusas,L,,,,Blanco,BL-BUTT-WH/L,55.57,0.00,1.00,0.00,0.00,1.00,ok,0.95,generic
CAR-CH-NVY,CARTERA CAROLINA HERRERA NAVY,CARTERA CAROLINA HERRERA NAVY,Sin Categoria,,,,,Azul Marino,CAR-CH-NVY,62.52,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
CAR-PRADA-VELA-BL,CARTERA PRADA VELA BLACK,,,,,,,Negro,CAR-PRADA-VELA-BL,62.52,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CAR-PRADA-VELA-CA,CARTERA PRADA VELA COFFE,,,,,,,,CAR-PRADA-VELA-CA,62.52,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
CAR-GUESS-BL,CARTERA GUESS BLACKL LINE,CARTERA GUESS BLACKL LINE,Sin Categoria,,,,,Negro,CAR-GUESS-BL,62.52,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
CAR-GUESS-RD,CARTERA GUESS RED,CARTERA GUESS RED,Sin Categoria,,,,,Rojo,CAR-GUESS-RD,62.52,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
CAR-TOUS-CAB,CARTERA TOUS CABULLA,CARTERA TOUS CABULLA,Sin Categoria,,,,,,CAR-TOUS-CAB,86.87,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
CAR-COACH-GAM,CARTERA COACH GAMUSA,CARTERA COACH GAMUSA,Sin Categoria,,,,,,CAR-COACH-GAM,70.35,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
CAR-COACH-CA-LAB,CARTERA COACH LABRADA CAFÉ,CARTERA COACH LABRADA CAFÉ,Sin Categoria,,,,,,CAR-COACH-CA-LAB,74.70,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
CAR-COACH-NE-LAB,CARTERA COACH LABRADA NEGRA,CARTERA COACH LABRADA NEGRA,Sin Categoria,,,,,,CAR-COACH-NE-LAB,62.52,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
CAR-COACH-CR,CARTERA COACH CREMA DE MANO,CARTERA COACH CREMA DE MANO,Sin Categoria,,,,,,CAR-COACH-CR,70.35,0.00,0.00,0.00,0.00,0.00,manual_review,0.65,generic
CAR-COACH-BL,CARTERA COACH BLACK DE MANO,CARTERA COACH BLACK DE MANO,Sin Categoria,,,,,Negro,CAR-COACH-BL,70.35,0.00,0.00,0.00,0.00,0.00,manual_review,0.65,generic
CAR-COACH-CHA,CARTERA COACH CHAROL,CARTERA COACH CHAROL,Sin Categoria,,,,,,CAR-COACH-CHA,62.52,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
CAR-CHANEL-BGE,CARTERA CHANEL BEIGE,CARTERA CHANEL BEIGE,Sin Categoria,,,,,,CAR-CHANEL-BGE,86.87,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
PT-24E510097-5/46,H. PANTALON BIG SIZE BRUNO CASSINI AZUL,Pantalon PT-24E510097-5,Ropa / Hombres / Pantalones,46,,,Bruno Cassini,Azul,PT-24E510097-5/46,65.13,0.00,1.00,0.00,0.00,1.00,ok,0.95,pants
LV-24E510097-5/62,H. LEVA BIG SIZE BRUNO CASSINI AZUL,,,,,,Bruno Cassini,Azul,LV-24E510097-5/62,260.78,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
PT-22C29386-81/38,H.  PANTALON P/CABALLERO BRUNO CASSINI,,,,,,Bruno Cassini,,PT-22C29386-81/O38,56.43,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
PT-23E312010-4/40,H. PANTALON P/CABALLERO BRUNO CASSIN,Pantalon PT-23E312010-4,Ropa / Hombres / Pantalones,40,,,Bruno Cassini,,PT-23E312010-4/40,47.74,0.00,1.00,0.00,0.00,1.00,ok,0.95,pants
B-DC-12V-80,BREAKERS 2P DC 80 amp,,,,,,,,,20.00,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
B-DC-12V-16,BREAKERS 2P DC 16 amp,,,,,,,,,10.00,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
TSM-ESTRUCTURA,Estructura de Montaje Piso/ Tejado,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,excluded_zero_stock,1.00,exclude_zero_no_group_stock
14038,M. GAFAS CHANEL VARIOS MODELOS,M. GAFAS CHANEL VARIOS MODELOS,Sin Categoria,,,,,,14038,14.70,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
14040,M. GAFAS CHANEL VARIOS MODELOS,M. GAFAS CHANEL VARIOS MODELOS,Sin Categoria,,,,,,14040,0.00,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
68009,M. GAFAS SAINT LAURENT VARIOS MODELOS,M. GAFAS SAINT LAURENT VARIOS MODELOS,Sin Categoria,,,,,,68009,14.70,0.00,3.00,0.00,0.00,3.00,manual_review,0.65,generic
RW01N,M. GAFAS DIOR VARIOS MODELOS,M. GAFAS DIOR VARIOS MODELOS,Sin Categoria,,,,,,RW01N,14.70,0.00,3.00,0.00,0.00,3.00,manual_review,0.65,generic
36231,M. GAFAS CHANEL P/DAMA VARIOS MODELOS,M. GAFAS CHANEL P/DAMA VARIOS MODELOS,Ropa / Mujeres,,,,,,36231,14.70,0.00,4.00,0.00,0.00,4.00,manual_review,0.65,generic
GEM-GIVENCHY-GOLD,GEMELOS GIVENCHY GOLD,GEMELOS GIVENCHY GOLD,Sin Categoria,,,,,,GEM-GIVENCHY-GOLD,130.35,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
GEM-HUBLOT-PL,GEMELOS HUBLOT PLATA,GEMELOS HUBLOT PLATA,Sin Categoria,,,,,,GEM-HUBLOT-PL,130.35,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
GEM-HUBLOT-BLK,GEMELOS HUBLOT BLACK,GEMELOS HUBLOT BLACK,Sin Categoria,,,,,Negro,GEM-HUBLOT-BLK,130.35,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
GEM-HUBLOT-GLD,GEMELOS HUBLOT GOLD,GEMELOS HUBLOT GOLD,Sin Categoria,,,,,,GEM-HUBLOT-GLD,130.35,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
GEM-ROLEX-GOLD,GEMELOS ROLEX GOLD,GEMELOS ROLEX GOLD,Sin Categoria,,,,,,GEM-ROLEX-GOLD,130.35,0.00,1.00,0.00,0.00,1.00,manual_review,0.65,generic
GEM-ROLEX-PL,GEMELOS ROLEX PLATA,GEMELOS ROLEX PLATA,Sin Categoria,,,,,,GEM-ROLEX-PL,130.35,0.00,2.00,0.00,0.00,2.00,manual_review,0.65,generic
PAN-SKY LILA,PANUELO PARA HOMBRE BEIGE,PANUELO PARA HOMBRE BEIGE,Sin Categoria,,,,,,PAN-SKY LILA,10.00,0.00,27.00,0.00,0.00,27.00,manual_review,0.65,generic
PT-24C29918-20/38,H. PANTALON P/CABALLERO BRUNO CASSIN,Pantalon PT-24C29918-20,Ropa / Hombres / Pantalones,38,,,Bruno Cassini,,PT-24C29918-20/38,47.74,0.00,1.00,0.00,0.00,1.00,ok,0.95,pants
PT-23C25168-220/34,H. PANTALÓN P/CABALLERO BRUNO CASSINI,Pantalon PT-23C25168-220,Ropa / Hombres / Pantalones,34,,,Bruno Cassini,,PT-23C25168-220/34,56.43,0.00,1.00,0.00,0.00,1.00,ok,0.95,pants
PT-24E2712-3/36,PANTALON P/CABALLERO BRUNO CASSINI AZUL,Pantalon PT-24E2712-3,Ropa / Hombres / Pantalones,36,,,Bruno Cassini,Azul,PT24E27123/36,56.43,0.00,1.00,0.00,0.00,1.00,ok,0.95,pants
25C0905-81BC-2/52,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,Terno 25C0905-81BC-2,Ropa / Hombres / Ternos,52,,,Bruno Cassini,,2509058125095234,260.78,0.00,9.00,0.00,0.00,9.00,ok,0.95,suit
25C29375-56BC-2/46,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,Terno 25C29375-56BC-2,Ropa / Hombres / Ternos,46,,,Bruno Cassini,Azul Marino,2529375562594628,260.78,0.00,4.00,0.00,0.00,4.00,ok,0.95,suit
25C29375-56BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,Terno 25C29375-56BC-2,Ropa / Hombres / Ternos,48,,,Bruno Cassini,Azul Marino,2529375562594830,260.78,0.00,9.00,0.00,0.00,9.00,ok,0.95,suit
25C29375-56BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,Terno 25C29375-56BC-2,Ropa / Hombres / Ternos,50,,,Bruno Cassini,Azul Marino,2529375562595032,260.78,0.00,13.00,0.00,0.00,13.00,ok,0.95,suit
25C29375-56BC-2/52,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,Terno 25C29375-56BC-2,Ropa / Hombres / Ternos,52,,,Bruno Cassini,Azul Marino,2529375562595234,260.78,0.00,15.00,0.00,0.00,15.00,ok,0.95,suit
25C29375-56BC-2/54,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,Terno 25C29375-56BC-2,Ropa / Hombres / Ternos,54,,,Bruno Cassini,Azul Marino,2529375562595436,260.78,0.00,6.00,0.00,0.00,6.00,ok,0.95,suit
CH-25B231291-1/58,H. CHALECO P/CABALLEROS CASSINI NAVY,Chaleco CH-25B231291-1,Sin Categoria,58,,,Bruno Cassini,Azul Marino,252312911C125958,43.39,0.00,1.00,0.00,0.00,1.00,ok,0.95,vest
CH-25B231291-1/56,H. CHALECO P/CABALLEROS CASSINI NAVY,Chaleco CH-25B231291-1,Sin Categoria,56,,,Bruno Cassini,Azul Marino,252312911C125956,43.39,0.00,4.00,0.00,0.00,4.00,ok,0.95,vest
CH-25C0905-101/50,H. CHALECO P/CABALLEROS CASSINI LT. GRAY,Chaleco CH-25C0905-101,Sin Categoria,50,,,Bruno Cassini,,250905101C1250950,43.39,0.00,6.00,0.00,0.00,6.00,ok,0.95,vest
25C0905-81BC-2/58,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,Terno 25C0905-81BC-2,Ropa / Hombres / Ternos,58,,,Bruno Cassini,,2509058125095840,260.78,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
25C29375-56BC-2/56,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,Terno 25C29375-56BC-2,Ropa / Hombres / Ternos,56,,,Bruno Cassini,Azul Marino,2529375562595638,260.78,0.00,5.00,0.00,0.00,5.00,ok,0.95,suit
25C29375-56BC-2/58,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,Terno 25C29375-56BC-2,Ropa / Hombres / Ternos,58,,,Bruno Cassini,Azul Marino,2529375562595840,260.78,0.00,2.00,0.00,0.00,2.00,ok,0.95,suit
25C0905-101BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,Terno 25C0905-101BC-2,Ropa / Hombres / Ternos,48,,,Bruno Cassini,,25090510125094830,260.78,0.00,6.00,0.00,0.00,6.00,ok,0.95,suit
25C0905-101BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,Terno 25C0905-101BC-2,Ropa / Hombres / Ternos,50,,,Bruno Cassini,,25090510125095032,260.78,0.00,13.00,0.00,0.00,13.00,ok,0.95,suit
